1,2,1010,827,Marzo,2024-01-01,2024-12-01,25,0,0.15,1,"El Despacho cuenta con una infraestructura física compuesta de oficinas, sala de juntas y mobiliario para realizar los comites directivos.","El Despacho cuenta con equipos de computo, impresoras, escáner y diferentes medios tecnológicos y herramientas TICS para gestionar las actividades propias de la dependencia.","El Despacho cuenta con el cargo de nivel directivo, asesores y  asistenciales, para el cumplimiento de esta meta. Además para la vigencia se contrataron profesionales que permiten el buen desarrollo de las funciones de la dependencia.",Jorge Eduardo Londoño Ulloa,Director General ,Activo,2024-06-12 01:41:53,2024-06-12 01:41:53
3,2,1013,779,Marzo,2024-01-01,2024-12-31,4,0,0,1,La Oficina cuenta con las instalaciones del tecnoparque piso 9 y el apoyo en las regionales igualmente para el cumplimiento de las Metas,"Aplicativo ONBASE, equipos de cómputo, demás recursos técnico de la entidad",La Oficina de Control Disciplinario cuenta actualmente con 9 funcionarios de Planta igualmente con 25 contratista s,Dayanna Quant Zuñiga,Jefe de oficina,Activo,2024-06-12 01:41:53,2024-06-12 01:41:53
4,2,5,283,Marzo,2024-01-15,2024-12-31,86000,19074,0,1,"Oficinas, sillas, escritorios, Salas de talleres, Aula Móvil.","Computadores, Teléfonos, planes de datos y telefonía, pantallas de tv, proyectores, modem, Internet.","25 Orientadores, 5 Técnicos de Apoyo, 23 Técnicos INPEC, 1 conductor oficina movil, 1 profesional divulgación APE, 1 interprete señas, 1 bachiller, apoyo a victimas (2 enlaces regionales de victimas, 2 abogados regionales, 1 orientador ocupacional, 3 dinamizadores de emprendimiento, 1 tecnologo apoyo y 7 tecnicos apoyo)",Joao Carlos Lacayo Castro,Coordinador APE,Activo,2024-06-12 01:41:53,2024-06-12 01:41:53
5,2,8,283,Marzo,2024-01-15,2024-12-31,25000,6380,0,1,"Mobiliario, equipos de computo, material publicitario.","Aplicativo Fondo emprender, metodología 4K, aplicativo APE","Coordinador Oficina Regional,  Profesional G01 Empleo, Técnico G01 Empleo, Técnico G01 (e) Empleo, Oficinista G02 Empleo, Orientadora Ocupacional, Técnico Empleo, Enlace Regional Poblaciones Vulnerables, 
Asesor Jurídico Poblaciones Vulnerables, Orientadora Ocupacional Poblaciones Desplazadas, Técnico Poblaciones Desplazadas, Técnico Inpec, Poblaciones Desplazadas",John Harold Goenaga Barrios,Coordinador de Agencia Publico de Empleo,Activo,2024-06-12 01:41:53,2024-06-12 01:41:53
6,2,11,283,Marzo,2024-01-15,2024-12-31,275000,60072,0,1,"1 Oficina principal de la APE
2 Oficinas satélites
4 CADES - Convenio Distrito
4 Puntos de encuentro - Convenio Integración Social","70 equipos de computo, 2 salas de juntas y 2 sala de reuniones","77 personas entre Auxiliares, técnicos, tecnólogos y profesionales",Jorge Alexander Cañon,Coordinador APE,Activo,2024-06-12 01:41:53,2024-06-12 01:41:53
7,2,1010,828,Marzo,2024-01-01,2024-12-01,3,0,0,1,"El Despacho cuenta con una infraestructura a nivel nacional en cada una de las regionales donde se cuenta con oficinas, auditorios  y mobiliario necesario para desarrollar los encuentros nacionales. . Adicionalmente, tiene a disposición vehículos permitiendo el desplazamiento para asistir a estos. ","El Despacho cuenta con equipos de computo, impresoras, escáner y diferentes medios tecnológicos y herramientas TICS para gestionar las actividades propias los encuentros nacionales.","El Despacho cuenta con el cargo de nivel directivo, asesores y  asistenciales, para el cumplimiento de esta meta. Además para la vigencia se contrataron profesionales que permiten el buen desarrollo de las funciones de la dependencia.",Jorge Eduardo Londoño Ulloa,Director General ,Activo,2024-06-12 01:41:53,2024-06-12 01:41:53
8,2,8080,497,Marzo,2024-01-01,2024-12-31,5000,0,0.03,1,"Oficinas y auditorios del area de la DPRC, DG, RG, CF.",Bases de datos del area de la Coordinacion de Relaciones Internacionales,"9 Profesionales de Escritorios de Alianzas Estrategicas, 2 de apoyos de gestión y la coordinadora  ",Andrea Lorena Realpe Gaviria,Coordinadora Nacional de Relaciones Internacionales,Activo,2024-06-12 01:41:53,2024-06-12 01:41:53
9,2,1013,780,Marzo,2024-01-01,2024-12-31,4,0,0,1,La Oficina cuenta con las instalaciones del tecnoparque piso 9 y el apoyo en las regionales igualmente para el cumplimiento de las Metas,"Aplicativo ONBASE, equipos de cómputo, demás recursos técnico de la entidad",La Oficina de Control Disciplinario cuenta actualmente con 9 funcionarios de Planta igualmente con 25 contratista s,Dayanna Quant Zuñiga,Jefe de oficina,Activo,2024-06-12 01:41:53,2024-06-12 01:41:53
10,2,5,284,Marzo,2024-01-15,2024-12-31,129679,16718,0,1,"Oficinas, sillas, escritorios, Salas de talleres, Aula Móvil.","Computadores, Teléfonos, planes de datos y telefonía, pantallas de tv, proyectores, modem, Internet.","26 Orientadores, 5 Técnicos de Apoyo, 23 Técnicos INPEC, 1 conductor oficina movil, 1 profesional divulgación APE, 1 interprete señas, 1 bachiller, apoyo a victimas (2 enlaces regionales de victimas, 2 abogados regionales, 1 orientador ocupacional, 3 dinamizadores de emprendimiento, 1 tecnologo apoyo y 7 tecnicos apoyo)",Joao Carlos Lacayo Castro,Coordinador APE,Activo,2024-06-12 01:41:53,2024-06-12 01:41:53
11,2,8,284,Marzo,2024-01-15,2024-12-31,49000,11639,0,1,"Mobiliario, equipos de computo, material publicitario.","Aplicativo Fondo emprender, metodología 4K, aplicativo APE","Coordinador Oficina Regional,  Profesional G01 Empleo, Técnico G01 Empleo, Técnico G01 (e) Empleo, Oficinista G02 Empleo, Orientadora Ocupacional, Técnico Empleo, Enlace Regional Poblaciones Vulnerables, 
Asesor Jurídico Poblaciones Vulnerables, Orientadora Ocupacional Poblaciones Desplazadas, Técnico Poblaciones Desplazadas, Técnico Inpec, Poblaciones Desplazadas",John Harold Goenaga Barrios,Coordinador de Agencia Publico de Empleo,Activo,2024-06-12 01:41:53,2024-06-12 01:41:53
12,2,11,284,Marzo,2024-01-15,2024-12-31,167000,40891,0,1,"1 Oficina principal de la APE
2 Oficinas satélites
4 CADES - Convenio Distrito
4 Puntos de encuentro - Convenio Integración Social","70 equipos de computo, 2 salas de juntas y 2 sala de reuniones","77 personas entre Auxiliares, técnicos, tecnólogos y profesionales",Jorge Alexander Cañon,Coordinador APE,Activo,2024-06-12 01:41:53,2024-06-12 01:41:53
13,2,1010,829,Marzo,2024-01-01,2024-12-01,35,0,0.15,1,El Despacho cuenta con una infraestructura física compuesta de oficinas y mobiliario requeridos para gestionar las alianzas.,"El Despacho cuenta con equipos de computo, impresoras, escáner y diferentes medios tecnológicos y herramientas TICS gestionar las alianzas.","El Despacho cuenta con el cargo de nivel directivo, asesores y  asistenciales, para el cumplimiento de esta meta. Además para la vigencia se contrataron profesionales que permiten el buen desarrollo de las funciones de la dependencia.",Jorge Eduardo Londoño Ulloa,Director General ,Activo,2024-06-12 01:41:53,2024-06-12 01:41:53
210,2,13,809,Marzo,2024-01-15,2024-12-31,1094,1049,0.55,1,"Oficinas,","Computador, conexión internet, escritorios, teléfono","7 Tecnologos de Contrato, 3 Gestores, 1 Integrador",ELIANA VITOLA FERRER,Coordinadora Relaciones Corporativas,Activo,2024-06-12 01:41:53,2024-06-12 01:41:53
14,2,8080,591,Marzo,2024-01-01,2024-12-31,37,0,0.07,1,"Oficinas y auditorios del area de la DPRC, DG, RG, CF.",Bases de datos del area de la Coordinacion de Relaciones Internacionales,"9 Profesionales de Escritorios de Alianzas Estrategicas, 2 de apoyos de gestión y la coordinadora  ",Andrea Lorena Realpe Gaviria,Coordinadora Nacional de Relaciones Internacionales,Activo,2024-06-12 01:41:53,2024-06-12 01:41:53
15,2,1013,781,Marzo,2024-01-01,2024-12-31,4,0,0,1,La Oficina cuenta con las instalaciones del tecnoparque piso 9 y el apoyo en las regionales igualmente para el cumplimiento de las Metas,"Aplicativo ONBASE, equipos de cómputo, demás recursos técnico de la entidad",La Oficina de Control Disciplinario cuenta actualmente con 9 funcionarios de Planta igualmente con 25 contratista s,Dayanna Quant Zuñiga,Jefe de oficina,Activo,2024-06-12 01:41:53,2024-06-12 01:41:53
16,2,1023,516,Marzo,2024-02-01,2024-12-31,583,107,0.2,1,"Equipos audiovisuales, computadores, vehículos para transporte. ","Intranet SENA, Canales de comunicación digital, documentos del proceso de gestión de comunicaciones, portal web SENAm,infraestructura tecnológica "," funcionarios y contratistas 
Oficina de Comunicaciones. ","Maria Victoria Escorcia Bolaño
",Técnico G02,Activo,2024-06-12 01:41:53,2024-06-12 01:41:53
17,2,5050,542,Marzo,2024-01-01,2024-12-31,42,0,0.25,1,"3 Computadores , 3 puestos de trabajo",Aplicativo web de la Agencia Pública de Empleo y red de trabajo en las regionales que reporten el avance de los indicadores. Se trabaja con herramientas técnicas para el manejo de procesamiento de datos como Excel ,1 persona de planta y 2 contratistas ,Javier García Martínez,Profesional G04,Activo,2024-06-12 01:41:53,2024-06-12 01:41:53
18,2,8080,592,Marzo,2024-01-01,2024-12-31,2800,0,0.07,1,"Oficinas y auditorios del area de la DPRC, DG, RG, CF.",Bases de datos del area de la Coordinacion de Relaciones Internacionales,"9 Profesionales de Escritorios de Alianzas Estrategicas, 2 de apoyos de gestión y la coordinadora  ",Andrea Lorena Realpe Gaviria,Coordinadora Nacional de Relaciones Internacionales,Activo,2024-06-12 01:41:53,2024-06-12 01:41:53
19,2,1013,782,Marzo,2024-01-01,2024-12-31,4,0,0,1,La Oficina cuenta con las instalaciones del tecnoparque piso 9 y el apoyo en las regionales igualmente para el cumplimiento de las Metas,"Aplicativo ONBASE, equipos de cómputo, demás recursos técnico de la entidad",La Oficina de Control Disciplinario cuenta actualmente con 9 funcionarios de Planta igualmente con 25 contratista s,Dayanna Quant Zuñiga,Jefe de oficina,Activo,2024-06-12 01:41:53,2024-06-12 01:41:53
